Date,Open,High,Low,Close,Adj Close,Volume
2008-01-02,20393.1,20529.48,20077.4,20465.3,20465.3,20600
2008-01-03,20383.03,20519.7,20293.87,20345.2,20345.2,20600
2008-01-04,20367.94,20762.8,20367.94,20686.89,20686.89,18600
2008-01-07,20637.21,20861.83,20438.19,20812.65,20812.65,17600
2008-01-08,20970.07,21077.53,20696.6,20873.33,20873.33,22800
2008-01-09,20903.0,21113.13,20701.49,20869.78,20869.78,22200
2008-01-10,20930.28,21206.77,20530.07,20582.08,20582.08,21200
2008-01-11,20702.94,20894.79,20505.81,20827.45,20827.45,18200
2008-01-14,20918.23,20959.22,20661.9,20728.05,20728.05,16800
2008-01-15,20836.47,20872.93,20203.63,20251.09,20251.09,19400
2008-01-16,20079.89,20079.89,19513.25,19868.11,19868.11,24600
2008-01-17,19972.75,20026.12,19643.76,19700.82,19700.82,20200
2008-01-18,19579.61,19715.78,18930.42,19013.7,19013.7,28000
2008-01-21,18919.57,18919.57,16951.5,17605.35,17605.35,35800
2008-01-22,16884.09,17068.57,15332.42,16729.94,16729.94,30600
2008-01-23,17520.02,17997.11,16951.03,17594.07,17594.07,22000
2008-01-24,17920.98,18185.1,17070.05,17221.74,17221.74,22800
2008-01-25,17504.0,18406.25,17504.0,18361.66,18361.66,15200
2008-01-28,18011.89,18213.21,17443.29,18152.78,18152.78,12400
2008-01-29,18346.49,18491.06,17927.92,18091.94,18091.94,14800
2008-01-30,18120.22,18129.18,17683.51,17758.64,17758.64,13400
2008-01-31,17810.13,18008.71,17417.63,17648.71,17648.71,16800
2008-02-01,17820.67,18312.4,17534.96,18242.58,18242.58,14800
2008-02-04,18496.03,18895.34,18447.25,18660.32,18660.32,17400
2008-02-05,18592.58,18729.83,18509.54,18663.16,18663.16,19000
2008-02-06,18247.03,18274.15,17936.01,18139.49,18139.49,16400
2008-02-07,18198.68,18198.68,17492.28,17526.93,17526.93,17400
2008-02-08,17610.07,17688.73,17203.06,17464.89,17464.89,19200
2008-02-11,17427.34,17427.34,16457.74,16630.91,16630.91,20000
2008-02-12,16812.63,16966.72,16565.48,16608.01,16608.01,14400
2008-02-13,16816.94,17141.06,16725.68,16949.14,16949.14,14200
2008-02-14,17265.19,17836.64,17265.19,17766.63,17766.63,14400
2008-02-15,17541.17,18142.92,17445.05,18115.25,18115.25,17400
2008-02-18,18228.21,18256.82,17900.96,18048.05,18048.05,11800
2008-02-19,18215.26,18314.1,18018.48,18075.66,18075.66,12800
2008-02-20,17991.29,17991.29,17505.56,17617.6,17617.6,12800
2008-02-21,17825.22,17887.21,17482.31,17734.68,17734.68,15800
2008-02-22,17503.04,17526.8,17347.26,17349.07,17349.07,9800
2008-02-25,17523.81,17674.06,17137.99,17650.57,17650.57,13200
2008-02-26,17799.56,17860.1,17678.74,17806.19,17806.19,11000
2008-02-27,17983.42,18137.28,17770.65,17825.99,17825.99,13000
2008-02-28,17810.52,17921.51,17690.16,17824.48,17824.48,18200
2008-02-29,17779.54,17779.54,17258.2,17578.72,17578.72,23000
2008-03-03,17227.56,17227.56,16634.63,16677.88,16677.88,21800
2008-03-04,16742.2,16754.06,16164.57,16339.89,16339.89,20600
2008-03-05,16328.91,16595.64,16253.02,16542.08,16542.08,21600
2008-03-07,16211.96,16211.96,15689.92,15975.52,15975.52,24400
2008-03-10,15684.24,15998.33,15362.17,15923.72,15923.72,21800
2008-03-11,15778.27,16168.13,15739.04,16123.15,16123.15,22400
2008-03-12,16541.14,16683.37,16064.09,16127.98,16127.98,23000
2008-03-13,15873.28,15873.28,15228.99,15357.35,15357.35,21200
2008-03-14,15467.39,15798.42,15331.35,15760.52,15760.52,23800
2008-03-17,15326.93,15326.93,14739.72,14809.49,14809.49,22600
2008-03-18,14725.68,15164.73,14677.24,14833.46,14833.46,47600
2008-03-19,15325.79,15465.81,14930.08,14994.83,14994.83,28200
2008-03-24,15093.77,15351.31,15056.09,15289.4,15289.4,20200
2008-03-25,15612.61,16262.38,15612.61,16217.49,16217.49,29400
2008-03-26,16270.12,16309.88,16009.87,16086.83,16086.83,24600
2008-03-27,15950.29,16111.44,15869.09,16015.56,16015.56,24200
2008-03-28,16100.26,16452.08,15884.45,16371.29,16371.29,23800
2008-03-31,16226.66,16226.66,15563.15,15644.44,15644.44,23200
2008-04-01,15771.72,15834.05,15297.96,15626.62,15626.62,15300
2008-04-02,16023.3,16236.7,15719.47,15750.4,15750.4,16800
2008-04-03,15805.63,16002.73,15699.21,15832.55,15832.55,15600
2008-04-04,15896.09,15896.09,15303.04,15343.12,15343.12,19000
2008-04-07,15390.15,15851.88,15321.56,15757.08,15757.08,19800
2008-04-08,15770.16,15770.4,15479.42,15587.62,15587.62,18400
2008-04-09,15512.7,15829.59,15464.72,15790.51,15790.51,16400
2008-04-10,15754.87,15953.54,15655.2,15695.1,15695.1,22000
2008-04-11,15840.56,15957.24,15673.67,15807.64,15807.64,19600
2008-04-15,15694.41,16249.46,15573.03,16153.66,16153.66,22400
2008-04-16,16288.76,16413.8,16198.56,16244.19,16244.19,22000
2008-04-17,16456.04,16570.57,16397.17,16481.2,16481.2,17800
2008-04-21,16611.41,16778.59,16611.41,16739.33,16739.33,20200
2008-04-22,16686.55,16853.96,16597.53,16783.87,16783.87,21400
2008-04-23,16823.99,16871.27,16589.45,16698.04,16698.04,17000
2008-04-24,16796.26,16844.02,16668.6,16721.08,16721.08,19000
2008-04-25,16781.97,17150.92,16781.97,17125.98,17125.98,21600
2008-04-28,17251.56,17271.56,16978.89,17015.96,17015.96,19200
2008-04-29,17050.87,17424.94,17011.6,17378.46,17378.46,27600
2008-04-30,17479.01,17480.74,17241.88,17287.31,17287.31,26200
2008-05-02,17560.15,17621.24,17445.93,17600.12,17600.12,24600
2008-05-05,17687.0,17735.7,17457.27,17490.9,17490.9,20200
2008-05-06,17441.41,17502.15,17237.68,17373.01,17373.01,23200
2008-05-07,17404.15,17413.81,17229.98,17339.31,17339.31,21200
2008-05-08,17212.61,17212.61,17038.03,17080.65,17080.65,18200
2008-05-09,17020.79,17125.95,16678.94,16737.07,16737.07,18600
2008-05-12,16641.45,16897.36,16546.55,16860.9,16860.9,18000
2008-05-13,17008.03,17085.63,16697.47,16752.86,16752.86,17000
2008-05-14,16691.3,17014.94,16626.35,16978.35,16978.35,19000
2008-05-15,17084.89,17366.19,17079.94,17353.54,17353.54,25000
2008-05-16,17476.41,17497.36,17315.52,17434.94,17434.94,17000
2008-05-20,17366.05,17367.13,17136.26,17230.18,17230.18,16600
2008-05-21,17065.61,17293.34,17041.63,17243.16,17243.16,19600
2008-05-22,17104.59,17104.59,16863.38,16907.11,16907.11,16800
2008-05-23,16958.8,17054.34,16626.11,16649.64,16649.64,17600
2008-05-26,16468.32,16498.24,16300.88,16348.5,16348.5,15800
2008-05-27,16454.75,16506.35,16237.92,16275.59,16275.59,16200
2008-05-28,16358.62,16563.3,16217.78,16525.37,16525.37,21600
2008-05-29,16666.03,16666.03,16196.02,16316.26,16316.26,20000
